blockNumber,timestamp, inputAmount,inputInUSD,outputAmount,outputInUSD,slippage,slippageIsAcceptable
12781363,1625674795,100000000000000000000000000,101796391304853395900000000,406024047736594031363325,101510364896307037388916747,0.0028177064365646487,false
12781373,1625674907,100000000000000000000000000,101796391380135946900000000,406024047736594031363325,101510376683719587224613003,0.0028175907307241843,false
12781383,1625675046,100000000000000000000000000,101796393042703874900000000,406024047736594031363325,101510394311940314766740614,0.0028174329604579995,false
12781393,1625675134,100000000000000000000000000,101796415378044891200000000,406024047736594031363325,101510409079430884032685896,0.0028175071030420717,false
12781403,1625675286,100000000000000000000000000,101796421947984693200000000,406024214692606553498862,101510479396174277575594511,0.002816877168853038,false
12781413,1625675405,100000000000000000000000000,101796427718968397100000000,406024225844411840502492,101510496840437048590693658,0.0028167616889984703,false
12781423,1625675515,100000000000000000000000000,101796433076762610400000000,406024236197772295604407,101510525476572565125286894,0.0028165315749058006,false
12781433,1625675622,100000000000000000000000000,101796434757699945200000000,406024239446002596430895,101510538380636302062715574,0.002816420655672225,false
12781443,1625675811,100000000000000000000000000,101796434826931828000000000,406024239579785749940123,101510558292116257104017615,0.002816224633430897,false
12781453,1625675942,100000000000000000000000000,101796436532303117000000000,406024242875231975996312,101510573740166857311089758,0.002816088823101026,false
12781463,1625676188,100000000000000000000000000,101796437145369591100000000,406024244059916852365351,101510600176366280511511901,0.002815833701176995,false
12781473,1625676310,100000000000000000000000000,101796437900214846300000000,405985359304692986001511,101500901527384312916813626,0.002911662540758808,false
12781483,1625676485,100000000000000000000000000,101796437945212966300000000,405985359304692986001511,101500919915729513357950635,0.0029114812922759192,false
12781493,1625676559,100000000000000000000000000,101796438024330944000000000,405985359304692986001511,101500927714407708805546874,0.002911405014491164,false
12781503,1625676658,100000000000000000000000000,101796438114518062000000000,405985359304692986001511,101500938141771394985777193,0.0029113028722347334,false
12781513,1625676768,100000000000000000000000000,101796438849324528800000000,405939539607285447742337,101489514334147156990234069,0.0030241992701516285,false
12781523,1625676901,100000000000000000000000000,101796439979469042400000000,406006372665974423021612,101506314772418321960162052,0.0028581986027291784,false
12781533,1625677000,100000000000000000000000000,101796446475767286000000000,406006385157943665048746,101506341588319171817477169,0.0028579976670295437,false
12781543,1625677126,100000000000000000000000000,101796449387459691700000000,406006390756943105821378,101506357357862715378686945,0.0028578705526220993,false
12781553,1625677237,100000000000000000000000000,101796449551746189200000000,406006391072855594184159,101506369154398994675639054,0.002857755624240177,false
12781563,1625677387,100000000000000000000000000,101796449421057025100000000,406006390821548641670764,101518438379694753056704441,0.0027385275601115033,false
12781573,1625677457,100000000000000000000000000,101796449568504615700000000,405998566086349277120149,101516506309225592109111947,0.0027576132144095933,false
12781583,1625677565,100000000000000000000000000,101796450941032640500000000,405998566086349277120149,101516556079792061771843233,0.002757135112233078,false
12781593,1625677703,100000000000000000000000000,101796451301171071700000000,405979173299804183566766,101511770153431136127513614,0.00280441516594232,false
12781603,1625677822,100000000000000000000000000,101796451248572172900000000,405979173299804183566766,101511817276508992471908262,0.0028039491332114697,false
12781613,1625678035,100000000000000000000000000,101796451272624665200000000,405979275935946117263090,101511941559193393133992158,0.0028027216213313277,false
12781623,1625678172,100000000000000000000000000,101796459256384743400000000,405979291163457089088521,101512003725305193054392875,0.002802186151790398,false
12781633,1625678254,100000000000000000000000000,101796460869124379600000000,405979294239452491737796,101512046175976148089244116,0.002801782683556464,false
12781643,1625678389,100000000000000000000000000,101796460891768470700000000,405979294282641806350759,101512099672306193613370496,0.0028012544354834024,false
12781653,1625678461,100000000000000000000000000,101796460870634616600000000,405979294242332982752082,101512128170804598276392345,0.0028009727010314123,false
12781663,1625678597,100000000000000000000000000,101796460975721345100000000,405979294442766012137144,101512182144853557399975932,0.0028004405467525473,false
12781673,1625678723,100000000000000000000000000,101796460979795357200000000,405979189367060599708826,101512199317135613759745885,0.0028002709484371557,false
12781683,1625678839,100000000000000000000000000,101796460963593458300000000,405979189367060599708826,101512245258852071642812675,0.002799816948355849,false
12781693,1625678994,100000000000000000000000000,101796463381916354400000000,405979189367060599708826,101512333057928542969037348,0.002798973439273267,false
12781703,1625679098,100000000000000000000000000,101796464972528645200000000,405981273891833944476688,101513761860575396488230327,0.0027848747477363656,false
12781713,1625679188,100000000000000000000000000,101796467152039886400000000,405981273891833944476688,101513794453022618967081800,0.0027845742594920786,false
12781723,1625679318,100000000000000000000000000,101796468383770821500000000,405906380074186920211683,101495141472480840039287204,0.0029688801544425214,false
12781733,1625679418,100000000000000000000000000,101796468431254577100000000,405902393462358460002340,101494177869385268071685536,0.002978402980497341,false
12781743,1625679597,100000000000000000000000000,101796470146473234600000000,406015428334550431048002,101522625869171059945161881,0.002697371890824307,false
12781753,1625679770,100000000000000000000000000,101796470254917410200000000,406015428334550431048002,101522675185495149804385228,0.002696885882114586,false
12781763,1625679864,100000000000000000000000000,101796470240043293600000000,406015428334550431048002,101522704850548128617072372,0.0026965927464026596,false
12781773,1625680043,100000000000000000000000000,101796474624881482100000000,406005209880425696842386,101520212354563258685967395,0.002721253865716644,false
12781783,1625680155,100000000000000000000000000,101796474965623875500000000,406005209880425696842386,101520247794295814508868403,0.0027209071818634634,false
12781793,1625680370,100000000000000000000000000,101796474940296571100000000,406005209880425696842386,101520322066371084852959369,0.0027201733436674758,false
12781803,1625680531,100000000000000000000000000,101796475743579563400000000,406005314851049210274259,101520406407290939473639830,0.00271934821833808,false
12781813,1625680702,100000000000000000000000000,101796475714307728000000000,406005314794734087271343,101520460349193640209915733,0.002718815144894915,false
12781823,1625680872,100000000000000000000000000,101796478827433392400000000,406005320783974241458936,101520517096889927065182624,0.0027182853125156115,false
12781833,1625681101,100000000000000000000000000,101796479243478749900000000,406005321584390217232266,101520586454059363250558138,0.0027176043702648034,false
12781843,1625681273,100000000000000000000000000,101796479224851229000000000,406005321548553342674004,101520640724586871828635438,0.0027170681577224354,false
12781853,1625681424,100000000000000000000000000,101796479850943569700000000,406005322753071792911388,101520690422354299015871655,0.002716583461380262,false
12781863,1625681543,100000000000000000000000000,101796480134803630100000000,405999438679163296449102,101519252933493047217488783,0.0027307844896395927,false
12781873,1625681662,100000000000000000000000000,101796480134902209200000000,405999438679163296449102,101519290491654533312402720,0.002730413519492325,false
12781883,1625681739,100000000000000000000000000,101796480283567834600000000,405995344392440575630381,101518299717520793372469014,0.002740201193490055,false
12781893,1625681899,100000000000000000000000000,101796480307766208300000000,405995344392440575630381,101518350224654398216667164,0.002739702551275869,false
12781903,1625682049,100000000000000000000000000,101796487237962250200000000,405997020446073924689027,101518828254051829399630384,0.0027350491400035537,false
12781913,1625682184,100000000000000000000000000,101796487306087744100000000,405997020576812235745347,101518870929374186405180781,0.0027346282929672228,false
12781923,1625682366,100000000000000000000000000,101796501536758260500000000,405700388231491035507958,101445219434502643719225705,0.0034627763064027928,false
12781933,1625682455,100000000000000000000000000,101796504964221374200000000,405710578737486593327342,101447933498936907855052523,0.0034359641765213667,false
12781943,1625682661,100000000000000000000000000,101796505334677283500000000,405710578737486593327342,101447999630277992717482596,0.0034353137141136525,false
12781953,1625682785,100000000000000000000000000,101796510081543115600000000,405732469654407877681550,101453545174021658148189735,0.003380511808958264,false
12781963,1625682888,100000000000000000000000000,101796521273782084400000000,405527406154163101910839,101402562467823190509015695,0.003885097145192029,false
12781973,1625683010,100000000000000000000000000,101796528039303682600000000,405726085226738925117086,101452466738775382767773443,0.003391354706181904,false
12781983,1625683174,100000000000000000000000000,101796529223311383600000000,405726085226738925117086,101452524839944033643019085,0.003390791741359589,false
12781993,1625683280,100000000000000000000000000,101796529660517851700000000,405726085226738925117086,101452558443419029090317136,0.0033904637041821672,false
12782003,1625683388,100000000000000000000000000,101796544418736259200000000,405859806485264011896168,101486178330339655479103313,0.0030582104233578544,false
12782013,1625683510,100000000000000000000000000,101796546843169792500000000,405775830161714378553085,101465246830465239990782193,0.003265157510118799,false
12782023,1625683726,100000000000000000000000000,101796546855792511400000000,405775830161714378553085,101465314976715018982193567,0.0032644838204416438,false
12782033,1625683795,100000000000000000000000000,101796546856738270300000000,405775830161714378553085,101465336744471085648448716,0.003264268595503772,false
12782043,1625683958,100000000000000000000000000,101796547208851783500000000,405755040691841457005151,101460198164243623170083663,0.00331508365540234,false
12782053,1625684061,100000000000000000000000000,101796547247192143800000000,405755136763596088070476,101460255964000274727688845,0.0033145124659570424,false
12782063,1625684147,100000000000000000000000000,101796548488736724800000000,405680975859466925027666,101441761503404437102393793,0.003497445037174085,false
12782073,1625684284,100000000000000000000000000,101796548486172474900000000,405680975859466925027666,101441804711940094050350795,0.003497017578105277,false
12782083,1625684484,100000000000000000000000000,101796548505210454000000000,405680975859466925027666,101441867796118902759598891,0.003496393715900492,false
12782093,1625684689,100000000000000000000000000,101796551662786930000000000,405525755206922452829402,101403188363064834298069230,0.0038792005071250912,false
12782103,1625684873,100000000000000000000000000,101796553212254638100000000,405620538447906596918329,101427026243619926750494859,0.0036432791369347406,false
12782113,1625684975,100000000000000000000000000,101796555838160517900000000,405759248598814268883506,101461875930642150311869609,0.003298577957962845,false
12782123,1625685120,100000000000000000000000000,101796555824875373000000000,405759248598814268883506,101461921668227443481760965,0.003298125554354936,false
12782133,1625685192,100000000000000000000000000,101796555874661190900000000,405759248598814268883506,101461944394217549866371991,0.0032979013209479824,false
12782143,1625685341,100000000000000000000000000,101796555886539120700000000,405759248598814268883506,101461997960590137964320720,0.0032973717517266188,false
12782153,1625685478,100000000000000000000000000,101796555818394783600000000,405759347288698474298378,101462073251407780188255008,0.003296626574525119,false
12782163,1625685571,100000000000000000000000000,101796557234331988800000000,405799019636720895879552,101472803448943105517969288,0.003190547362296847,false
12782173,1625685699,100000000000000000000000000,101796558142214425700000000,405799019636720895879552,101472846212996470832136559,0.0031901335312747303,false
12782183,1625685785,100000000000000000000000000,101796558174133147500000000,405798842200218560058507,101472830376944085836314797,0.0031902904056830828,false
12782193,1625685905,100000000000000000000000000,101796558132196070500000000,405798842200218560058507,101472870079031259753885817,0.0031898974860247176,false
12782203,1625686069,100000000000000000000000000,101796558121841907300000000,405798842200218560058507,101472924356580349804997796,0.0031893607808550772,false
12782213,1625686135,100000000000000000000000000,101796558098090073900000000,405798842200218560058507,101472946192464732761492783,0.0031891446712462024,false
12782223,1625686230,100000000000000000000000000,101796558120010307300000000,405798937726346874773241,101473002596188099326540390,0.0031885872650265767,false
12782233,1625686496,100000000000000000000000000,101796558150652680400000000,405798487951642811149328,101472971614242975563572670,0.0031888938626911667,false
12782243,1625686678,100000000000000000000000000,101796558249927323000000000,405798487951642811149328,101473031982526987717805287,0.003188298024405567,false
12782253,1625686768,100000000000000000000000000,101796558264364639800000000,405797131928783686960443,101472716711966031786146641,0.0031914150216145742,false
12782263,1625686888,100000000000000000000000000,101796558266672826100000000,405797131928783686960443,101472762496096672559023686,0.0031909624081498666,false
12782273,1625686938,100000000000000000000000000,101796558268046874800000000,405797131928783686960443,101472779044794699028533980,0.003190798816195217,false
12782283,1625687055,100000000000000000000000000,101796558977461928100000000,405797224626195867585381,101472843589157892620920207,0.003190167702549873,false
12782293,1625687131,100000000000000000000000000,101796558952136700000000000,405797224580097351158028,101472868724483879735604431,0.0031899189578614706,false
12782303,1625687216,100000000000000000000000000,101796559095408723300000000,405797224840889778749565,101472897185035782488435306,0.0031896390006755926,false
12782313,1625687439,100000000000000000000000000,101796559164147311300000000,405797224966011926120022,101472977967831444474748981,0.0031888410372507003,false
12782323,1625687572,100000000000000000000000000,101796559158731603400000000,405797224956153926101900,101473027982619687703183439,0.003188346524628516,false
12782333,1625687784,100000000000000000000000000,101796559198109482800000000,405797225027831930701865,101473098186000069935021060,0.003187652864570234,false
12782343,1625688002,100000000000000000000000000,101796567873842324100000000,405797240819926350058868,101473178780132573658485475,0.003186941589860437,false
12782353,1625688113,100000000000000000000000000,101796567863369700700000000,405797240800863447487851,101473215507307899934110107,0.003186578393571393,false
12782363,1625688260,100000000000000000000000000,101796567850201856300000000,405797240776894540623574,101473264146682054756098889,0.0031860974044597423,false
12782373,1625688363,100000000000000000000000000,101796567861247690300000000,405797240797000835803313,101473298247061082542677522,0.003185760389886383,false
12782383,1625688577,100000000000000000000000000,101796585376784883600000000,405797272679838114156043,101473386120299058643409146,0.0031850642699817744,false
12782393,1625688675,100000000000000000000000000,101796586189253077600000000,405797274158741581281902,101473427212127276358304015,0.0031846660352787826,false
12782403,1625688878,100000000000000000000000000,101796586171157918500000000,405797274125803684617015,101473487832379997460233562,0.0031840665545235236,false
12782413,1625688961,100000000000000000000000000,101796586392396453000000000,405797274528515367861298,101473515479196247947959394,0.0031837954137543534,false
12782423,1625689075,100000000000000000000000000,101796586422911353400000000,405797274584060424310621,101473553222991942703765115,0.003183422573264316,false
12782433,1625689276,100000000000000000000000000,101796587077321616200000000,405797275775257327416930,101473626205396996831131794,0.003182707507376259,false
12782443,1625689461,100000000000000000000000000,101796593105636374700000000,405553088681464360219896,101412715746516077453415351,0.003785298089046485,false
12782453,1625689545,100000000000000000000000000,101796593101231344600000000,405553088681464360219896,101412751215214920312470203,0.0037849469757689214,false
12782463,1625689646,100000000000000000000000000,101796595061836877600000000,405661305081955893272890,101439945501571897695857917,0.0035158690050700603,false
12782473,1625689735,100000000000000000000000000,101796595061086943300000000,405661305081955893272890,101439974938030485708110850,0.0035155777914408493,false
12782483,1625689839,100000000000000000000000000,101796596786208958100000000,405667830322348361665325,101441705299356746294431987,0.003498477138223599,false
12782493,1625690060,100000000000000000000000000,101796597014615325800000000,405688928663158360985957,101447082210462439931970445,0.0034452918362677387,false
12782503,1625690256,100000000000000000000000000,101796599583521196500000000,405823642531274784287922,101480959822881960214384067,0.0031103347976815243,false
12782513,1625690460,100000000000000000000000000,101796599576405413500000000,405823642531274784287922,101481027320143753810966773,0.003109667536830507,false
12782523,1625690587,100000000000000000000000000,101796600126799102000000000,405823642531274784287922,101481059511310695907212926,0.0031093547604639227,false
12782533,1625690709,100000000000000000000000000,101796605778958652700000000,406043486965070322742702,101536351040226305641897802,0.0025631681271394147,false
12782543,1625690932,100000000000000000000000000,101796605759641400300000000,406043602072844780479110,101536460965235416100898132,0.0025620825458458896,false
12782553,1625691040,100000000000000000000000000,101796607930630016800000000,406043606344313778071715,101536498339398158452236277,0.0025617348981488153,false
12782563,1625691106,100000000000000000000000000,101796706383165959400000000,406043800051798606068097,101536633587350024792557392,0.0025613691002686068,false
12782573,1625691192,100000000000000000000000000,101796706354222442600000000,406043799994851641295304,101536662029673908917031200,0.0025610879789659258,false
12782583,1625691277,100000000000000000000000000,101796706340616551900000000,406043799968081771416901,101536690156291310667567860,0.00256081012612297,false
12782593,1625691387,100000000000000000000000000,101796706321682279000000000,406043799930828199928397,101536726554115066889892825,0.0025604505521326093,false
12782603,1625691505,100000000000000000000000000,101796706320044300900000000,406043799927605444316207,101536765617747961368755671,0.0025600648269112902,false
12782613,1625691658,100000000000000000000000000,101796707214514619500000000,406000247798835493891753,101525937574226541560486397,0.0026669996530701567,false
12782623,1625691875,100000000000000000000000000,101796717496970107800000000,406000247798835493891753,101526013355719859100182359,0.002666352516982773,false
12782633,1625691967,100000000000000000000000000,101796718927609315700000000,406000247798835493891753,101526044159190583570668641,0.002666062394732105,false
12782643,1625692196,100000000000000000000000000,101796723491055891600000000,405814252296830796419550,101479699161547845787655725,0.0031240172382001052,false
12782653,1625692288,100000000000000000000000000,101796723504680149600000000,405814252321849145112589,101479729613833923508135038,0.0031237163525414946,false
12782663,1625692456,100000000000000000000000000,101796723545438160500000000,405814252396693450647360,101479785235703362102704065,0.0031231669341698076,false
12782673,1625692656,100000000000000000000000000,101796723631920987700000000,405814252555502651468692,101479860786796967159086760,0.0031224209677398473,false
12782683,1625692779,100000000000000000000000000,101796725372090697000000000,405911719430718460449595,101504367331234087071031782,0.002880250855636257,false
12782693,1625692912,100000000000000000000000000,101796725321364053800000000,405911719430718460449595,101504411329157962382197450,0.002879815649175832,false
12782703,1625693009,100000000000000000000000000,101796725470522005000000000,405906246651293602962739,101503077258993580592958677,0.002892998118462442,false
12782713,1625693118,100000000000000000000000000,101796725641630416000000000,405906246651293602962739,101503099688556420560099659,0.002892778190763945,false
12782723,1625693246,100000000000000000000000000,101796725578640577800000000,405906246651293602962739,101503142042534293113353201,0.0028923590954776923,false
12782733,1625693461,100000000000000000000000000,101796725989907995300000000,405905426540376154304358,101503016119453716578325442,0.002893607320088254,false
12782743,1625693572,100000000000000000000000000,101796725516537179000000000,405905425646466769071089,101503052509207971757931678,0.002893243110127841,false
12782753,1625693669,100000000000000000000000000,101796725576880049300000000,405905425760417727497315,101503091377157222339645003,0.0028928596729311806,false
12782763,1625693779,100000000000000000000000000,101796725588599372600000000,405905425782548397036311,101503135442650994472460181,0.002892424403128535,false
12782773,1625693885,100000000000000000000000000,101796726003918481700000000,405905426566833436464132,101503170933561240287729835,0.0028920778302521377,false
12782783,1625693993,100000000000000000000000000,101796726495510036900000000,405926761736419765453115,101508557105457574083290432,0.002838867956255875,false
12782533,1625690715,100000000000000000000000000,101796605778958652700000000,406043486965070322742702,101536353026593824693357473,0.0025631485138792875,false
12782543,1625690930,100000000000000000000000000,101796605759641400300000000,406043602072844780479110,101536460303112722039550939,0.002562089083587127,false
12782553,1625691040,100000000000000000000000000,101796607930630016800000000,406043606344313778071715,101536498339398158452236277,0.0025617348981488153,false
12782563,1625691105,100000000000000000000000000,101796706383165959400000000,406043800051798606068097,101536633256288391233806248,0.0025613723691342294,false
12782573,1625691193,100000000000000000000000000,101796706354222442600000000,406043799994851641295304,101536662360735542429351502,0.0025610847101023015,false
12782583,1625691280,100000000000000000000000000,101796706340616551900000000,406043799968081771416901,101536691149476211114729364,0.0025608003195374263,false
12782593,1625691384,100000000000000000000000000,101796706321682279000000000,406043799930828199928397,101536725560930166558414669,0.0025604603587112695,false
12782603,1625691504,100000000000000000000000000,101796706320044300900000000,406043799927605444316207,101536765286686327911022767,0.002560068095768475,false
12782613,1625691658,100000000000000000000000000,101796707214514619500000000,406000247798835493891753,101525937574226541560486397,0.0026669996530701567,false
12782623,1625691873,100000000000000000000000000,101796717496970107800000000,406000247798835493891753,101526012693667592325069588,0.002666359055381262,false
12782633,1625691970,100000000000000000000000000,101796718927609315700000000,406000247798835493891753,101526045152281431613465967,0.0026660525870174645,false
12782643,1625692196,100000000000000000000000000,101796723491055891600000000,405814252296830796419550,101479699161547845787655725,0.0031240172382001052,false
12782653,1625692288,100000000000000000000000000,101796723504680149600000000,405814252321849145112589,101479729613833923508135038,0.0031237163525414946,false
12782663,1625692456,100000000000000000000000000,101796723545438160500000000,405814252396693450647360,101479785235703362102704065,0.0031231669341698076,false
12782673,1625692654,100000000000000000000000000,101796723631920987700000000,405814252555502651468692,101479860125039520524265709,0.0031224275091732423,false
12782683,1625692781,100000000000000000000000000,101796725372090697000000000,405911719430718460449595,101504367993150475063249009,0.002880244315790925,false
12782693,1625692912,100000000000000000000000000,101796725321364053800000000,405911719430718460449595,101504411329157962382197450,0.002879815649175832,false
12782703,1625693011,100000000000000000000000000,101796725470522005000000000,405906246651293602962739,101503077920901044273925518,0.0028929915785389504,false
12782713,1625693118,100000000000000000000000000,101796725641630416000000000,405906246651293602962739,101503099688556420560099659,0.002892778190763945,false
12782723,1625693246,100000000000000000000000000,101796725578640577800000000,405906246651293602962739,101503142042534293113353201,0.0028923590954776923,false
12782733,1625693461,100000000000000000000000000,101796725989907995300000000,405905426540376154304358,101503016119453716578325442,0.002893607320088254,false
12782743,1625693571,100000000000000000000000000,101796725516537179000000000,405905425646466769071089,101503052178254740778648002,0.002893246380086145,false
12782753,1625693670,100000000000000000000000000,101796725576880049300000000,405905425760417727497315,101503091708110453387285518,0.002892856402975319,false
12782763,1625693780,100000000000000000000000000,101796725588599372600000000,405905425782548397036311,101503135773604266101174141,0.002892421133175116,false
12782773,1625693889,100000000000000000000000000,101796726003918481700000000,405905426566833436464132,101503172257374330737309615,0.002892064750447565,false
12782783,1625693992,100000000000000000000000000,101796726495510036900000000,405926761736419765453115,101508556774486905512480983,0.0028388712260321025,false
12782793,1625694183,100000000000000000000000000,101796726477580617100000000,405926761736419765453115,101508619982985863497605869,0.0028382465907135224,false
12782803,1625694258,100000000000000000000000000,101796726482440854600000000,405926761736419765453115,101508644807656090135337396,0.0028380013872773002,false
12782813,1625694345,100000000000000000000000000,101796726490443844600000000,405926761736419765453115,101508673605183584347845841,0.0028377169657505252,false
12782823,1625694488,100000000000000000000000000,101796726467383967000000000,405926761736419765453115,101508720925116386534970178,0.002837249249550089,false
12782833,1625694674,100000000000000000000000000,101796726556839572100000000,405926869245415553272632,101508817023136659839737796,0.00283630074850838,false
12782843,1625694854,100000000000000000000000000,101796726434352229900000000,405926869012579548388365,101508900778149784498307863,0.0028354721014218764,false
12782853,1625695032,100000000000000000000000000,101796726267405529200000000,405926868695230815210705,101508959661255807911344442,0.0028348887340587936,false
12782863,1625695143,100000000000000000000000000,101796727647062902600000000,405926871317819432420439,101508998752894016501480362,0.0028345161286569276,false
12782873,1625695279,100000000000000000000000000,101796727854842102400000000,405926871712786596257670,101509044049136440694092039,0.002834070682080414,false
12782883,1625695387,100000000000000000000000000,101796728065439972600000000,405926872113111765495569,101509080059340737663218893,0.002833717002765468,false
12782893,1625695499,100000000000000000000000000,101796728225954432600000000,405926872418233456331958,101509117352911134262689395,0.002833350151626002,false
12782903,1625695601,100000000000000000000000000,101796731200284328500000000,405926878072132502612840,101509160469353232530282236,0.002832953495048418,false
12782913,1625695717,100000000000000000000000000,101796731179327735800000000,405926878032296148937625,101509206161221102762836699,0.002832501888055061,false
12782923,1625695840,100000000000000000000000000,101796731563706083700000000,405926878762960336700122,101509247344594888578015951,0.002832098814951056,false
12782933,1625695946,100000000000000000000000000,101796731578514244900000000,405926878791109146622299,101509282522851744216701412,0.0028317514272431232,false
12782943,1625696068,100000000000000000000000000,101796731397533178100000000,405926878447082526138151,101509322815098930403810430,0.002831351588836517,false
12782953,1625696198,100000000000000000000000000,101796731219032913800000000,405926878107771658531931,101509365763657609137589306,0.002830925532963935,false
12782963,1625696295,100000000000000000000000000,101796731179213456500000000,405926878032078915598302,101509397902273977966535673,0.0028306076370987476,false
12782973,1625696409,100000000000000000000000000,101796731114854471500000000,405926877909739023495233,101509435656055730599241708,0.0028302340264425574,false
12782983,1625696590,100000000000000000000000000,101796731117818356400000000,405926877915373067583815,101509495702502226113512107,0.002829640846191861,false
12782993,1625696727,100000000000000000000000000,101796730908484610200000000,405926877517450882221313,101509540942677200139859099,0.002829191848769952,false
12783003,1625696882,100000000000000000000000000,101796754224599806700000000,405926795416990751315263,101509576435650651141574053,0.002829070901809949,false
12783013,1625696977,100000000000000000000000000,101796756118140219800000000,405926795416990751315263,101509608679152645537306002,0.0028287710170884495,false
12783023,1625697081,100000000000000000000000000,101796756285869052100000000,405945789227021327493699,101514412904916188649301217,0.00278131324285269,false
12783033,1625697228,100000000000000000000000000,101796756197633114900000000,405945789227021327493699,101514461637843266519574621,0.00278083097950077,false
12783043,1625697380,100000000000000000000000000,101796756747575759900000000,405945789227021327493699,101514659903999765263895307,0.0027788778866300046,false
12783053,1625697446,100000000000000000000000000,101796756771626211400000000,405945789227021327493699,101514685095902214209231064,0.002778629273759936,false
