blockNumber,timestamp, inputAmount,inputInUSD,outputAmount,outputInUSD,slippage,slippageIsAcceptable
14214443,1644974338,1000000000000000000000000,1020326306735788514000000,9910318397137101388123,1020448897575618751943782,-0.00012013422732048973,true
14214690,1644974586,1000000000000000000000000,1020326310753756913000000,9909821318477172331375,1020397933620900741039430,-0.00007019111347050799,true
14214937,1644974833,1000000000000000000000000,1020326312813084859000000,9909609195508908178998,1020376308291497943883060,-0.00004899709843009248,true
14215184,1644975080,1000000000000000000000000,1020326314065515840000000,9909393135386016816274,1020354275363184889449160,-0.000027403518899404844,true
14215431,1644975327,1000000000000000000000000,1020326314907705220000000,9909178954717818707888,1020332433982866780848025,-0.000005997138734170626,true
14215678,1644975574,1000000000000000000000000,1020326315512902397000000,9908966485522936267652,1020310766964460632852967,0.000015239032013836251,true
14215925,1644975821,1000000000000000000000000,1020326315968830802000000,9908755682949539080435,1020289269758043530235241,0.00003630951719801878,true
14216172,1644976068,1000000000000000000000000,1020326316324668714000000,9908546501354955039187,1020267937712911825834259,0.00005721890260290685,true
14216419,1644976315,1000000000000000000000000,1020326316610126221000000,9908338896827288293804,1020246766346555006792986,0.00007797159098688056,true
14216666,1644976562,1000000000000000000000000,1020326316844211495000000,9908132827090116160039,1020225751339137172592333,0.00009857181603423193,true
14216913,1644976809,1000000000000000000000000,1020326317039652200000000,9907928251443116079752,1020204888529556600368473,0.00011902365050486807,true
14217160,1644977056,1000000000000000000000000,1020326317205291923000000,9907725130696409205527,1020184173909868979228097,0.0001393310140052062,true
14217407,1644977303,1000000000000000000000000,1020326317347466339000000,9907523427104343222551,1020163603619154047395307,0.00015949768030831812,true
14217654,1644977550,1000000000000000000000000,1020326317470833785000000,9907323104300739970937,1020143173937266059087984,0.00017952728425441045,true
14217923,1645024718,1000000000000000000000000,1020330212348847252000000,9898269234416357953431,1019362039798794991000917,0.0009497828173425926,true
14218170,1645025011,1000000000000000000000000,1020330223718996309000000,9909468867514705348617,1020515650289593472818908,-0.00018169889951669127,true
14218417,1645025258,1000000000000000000000000,1020330227762920006000000,9909012940498301821790,1020468920677697756204146,-0.00013591096403564595,true
14218664,1645025505,1000000000000000000000000,1020330229836821345000000,9908798766637423385227,1020447084925837916847027,-0.0001145136193172469,true
14218911,1645025752,1000000000000000000000000,1020330231098536745000000,9908581667117093135386,1020424945645759434283592,-0.00009281872971333982,true
14219158,1645025999,1000000000000000000000000,1020330231947148320000000,9908366611818590051653,1020403014875704185560033,-0.00007132762986272745,true
14219405,1645026246,1000000000000000000000000,1020330232557049358000000,9908153440754424616682,1020381276250574707483415,-0.00005002413775456738,true
14219652,1645026493,1000000000000000000000000,1020330233016570538000000,9907942101309653601828,1020359724420675754438853,-0.00002890294804802629,true
14219899,1645026740,1000000000000000000000000,1020330233375241881000000,9907732540757222302426,1020338354005426673534275,-0.000007958762064497193,true
14220146,1645026987,1000000000000000000000000,1020330233662990518000000,9907524708448702029559,1020317159828288594624600,0.00001281350075910126,true
14220393,1645027234,1000000000000000000000000,1020330233898967153000000,9907318555704919573501,1020296136909793243378822,0.00003341871829221077,true
14220640,1645027481,1000000000000000000000000,1020330234095995621000000,9907114035737603447177,1020275280461644629784716,0.0000538615757956773,true
14220887,1645027728,1000000000000000000000000,1020330234262987018000000,9906911103565980959668,1020254585879313697137530,0.00007414657549231762,true
14221134,1645027975,1000000000000000000000000,1020330234406325972000000,9906709715933896107236,1020234048734187758496402,0.00009427804556949582,true
14221381,1645028222,1000000000000000000000000,1020330234530707295000000,9906509831229427147062,1020213664765710381415866,0.00011426014865589806,true
14221630,1645073952,1000000000000000000000000,1020336320660879747000000,9898251010445476873289,1019368116087885704417813,0.0009498085703423254,true
14221877,1645074239,1000000000000000000000000,1020336332012805471000000,9909526398684024944957,1020529538932670535634768,-0.00018932026217211018,true
14222124,1645074486,1000000000000000000000000,1020336336049991277000000,9909066279162608267656,1020482378931952440557423,-0.00014311161562041708,true
14222371,1645074733,1000000000000000000000000,1020336338120385418000000,9908849653255116051476,1020460292219554718503546,-0.00012146881178465296,true
14222618,1645074980,1000000000000000000000000,1020336339379949744000000,9908630105214338143839,1020437902330834275361330,-0.00009952879117147706,true
14222865,1645075227,1000000000000000000000000,1020336340227107045000000,9908412640889561057584,1020415725011431361649612,-0.0000777965121259161,true
14223112,1645075474,1000000000000000000000000,1020336340835959282000000,9908197098692649382064,1020393743730991348212200,-0.000056255632087887086,true
14223359,1645075721,1000000000000000000000000,1020336341294688269000000,9907983425222365335154,1020371953058692180064253,-0.00003490076721257562,true
14223606,1645075968,1000000000000000000000000,1020336341652739912000000,9907771566967473124318,1020350347533124067280246,-0.000013726540514236163,true
14223853,1645076215,1000000000000000000000000,1020336341939990864000000,9907561472514178370183,1020328921898898866999219,0.0000072722050044049524,true
14224100,1645076462,1000000000000000000000000,1020336342175558770000000,9907353092435925613882,1020307671099573997373040,0.00002810042185985573,true
14224347,1645076709,1000000000000000000000000,1020336342372245638000000,9907146379214592793893,1020286590271698894578503,0.00004876286821864362,true
14224594,1645076956,1000000000000000000000000,1020336342538947020000000,9906941287156624789441,1020265674737356375818008,0.00006926411751417838,true
14224841,1645077203,1000000000000000000000000,1020336342682037224000000,9906737772309709050565,1020244919996264224933898,0.00008960856749307133,true
14225088,1645077450,1000000000000000000000000,1020336342806202445000000,9906535792381945883037,1020224321717866158676899,0.00010980044873631911,true
